                                                    Concept  PeriodEnd                                                                                                                                                                                                                                             Dims         Value
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-12-28                                                                                                                                                                                                                                                   9.419300e+10
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-12-29                                                                                                                                                                                                                                                   8.882100e+10
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2023-12-31                                                                                                                                                                                                                                                   8.515900e+10
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                        srt:ProductOrServiceAxis:jnj:ADVANCEDMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:SurgeryMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  1.360000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                               srt:ProductOrServiceAxis:jnj:ADVANCEDMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:SurgeryMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  6.880000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                               srt:ProductOrServiceAxis:jnj:ADVANCEDMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:SurgeryMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  6.610000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                               srt:ProductOrServiceAxis:jnj:ADVANCEDMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:SurgeryMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  1.991000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                               srt:ProductOrServiceAxis:jnj:ADVANCEDMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:SurgeryMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  1.977000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                                  srt:ProductOrServiceAxis:jnj:ADVANCEDMember; us-gaap:SubsegmentsAxis:jnj:SurgeryMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  1.165000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                                                  srt:ProductOrServiceAxis:jnj:ADVANCEDMember; us-gaap:SubsegmentsAxis:jnj:SurgeryMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  1.109000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                                  srt:ProductOrServiceAxis:jnj:ADVANCEDMember; us-gaap:SubsegmentsAxis:jnj:SurgeryMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  3.402000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                                                  srt:ProductOrServiceAxis:jnj:ADVANCEDMember; us-gaap:SubsegmentsAxis:jnj:SurgeryMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  3.337000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                         srt:ProductOrServiceAxis:jnj:GENERALMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:SurgeryMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  5.550000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                         srt:ProductOrServiceAxis:jnj:GENERALMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:SurgeryMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  5.350000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                         srt:ProductOrServiceAxis:jnj:GENERALMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:SurgeryMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  1.666000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                         srt:ProductOrServiceAxis:jnj:GENERALMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:SurgeryMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  1.605000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                srt:ProductOrServiceAxis:jnj:GENERALMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:SurgeryMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  8.230000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                srt:ProductOrServiceAxis:jnj:GENERALMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:SurgeryMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  7.910000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                srt:ProductOrServiceAxis:jnj:GENERALMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:SurgeryMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  2.426000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                srt:ProductOrServiceAxis:jnj:GENERALMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:SurgeryMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  2.397000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                                   srt:ProductOrServiceAxis:jnj:GENERALMember; us-gaap:SubsegmentsAxis:jnj:SurgeryMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  1.378000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                                                   srt:ProductOrServiceAxis:jnj:GENERALMember; us-gaap:SubsegmentsAxis:jnj:SurgeryMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  1.325000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                                   srt:ProductOrServiceAxis:jnj:GENERALMember; us-gaap:SubsegmentsAxis:jnj:SurgeryMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  4.092000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                                                   srt:ProductOrServiceAxis:jnj:GENERALMember; us-gaap:SubsegmentsAxis:jnj:SurgeryMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  4.001000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                                      srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:VisionMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  5.710000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                                                      srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:VisionMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  5.490000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                                      srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:VisionMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  1.694000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                                                      srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:VisionMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  1.619000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                             srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:VisionMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  8.280000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                                             srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:VisionMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  7.510000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                             srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:VisionMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  2.354000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                                             srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:VisionMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  2.224000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                                                                                us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember; us-gaap:SubsegmentsAxis:jnj:VisionMember  1.400000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                                                                                                us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember; us-gaap:SubsegmentsAxis:jnj:VisionMember  1.300000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                                                                                us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember; us-gaap:SubsegmentsAxis:jnj:VisionMember  4.048000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                                                                                                us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember; us-gaap:SubsegmentsAxis:jnj:VisionMember  3.843000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                               srt:ProductOrServiceAxis:jnj:CONTACTLENSESOTHERMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:VisionMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  4.560000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                               srt:ProductOrServiceAxis:jnj:CONTACTLENSESOTHERMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:VisionMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  4.410000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                               srt:ProductOrServiceAxis:jnj:CONTACTLENSESOTHERMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:VisionMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  1.337000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                               srt:ProductOrServiceAxis:jnj:CONTACTLENSESOTHERMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:VisionMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  1.288000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                      srt:ProductOrServiceAxis:jnj:CONTACTLENSESOTHERMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:VisionMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  5.620000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                      srt:ProductOrServiceAxis:jnj:CONTACTLENSESOTHERMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:VisionMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  5.270000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                      srt:ProductOrServiceAxis:jnj:CONTACTLENSESOTHERMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:VisionMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  1.565000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                      srt:ProductOrServiceAxis:jnj:CONTACTLENSESOTHERMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:VisionMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  1.508000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                         srt:ProductOrServiceAxis:jnj:CONTACTLENSESOTHERMember; us-gaap:SubsegmentsAxis:jnj:VisionMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  1.018000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                                         srt:ProductOrServiceAxis:jnj:CONTACTLENSESOTHERMember; us-gaap:SubsegmentsAxis:jnj:VisionMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  9.680000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-09-28                                                                                         srt:ProductOrServiceAxis:jnj:CONTACTLENSESOTHERMember; us-gaap:SubsegmentsAxis:jnj:VisionMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  2.902000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-09-29                                                                                         srt:ProductOrServiceAxis:jnj:CONTACTLENSESOTHERMember; us-gaap:SubsegmentsAxis:jnj:VisionMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  2.796000e+09
